,tweet_id,text
17,784761249372508162,NBC analyst @LisaBloom joins #AMJoy on Jill Harth's sexual assault allegations against #DonaldTrump now being taken… https://t.co/wqD1LDf06C
18,784750302226358272,".@realDonaldTrump Why is it that even in your pathetic attempt to apologize, you have to attack @HillaryClinton? #Coward"
19,784622891845443584,"⚡ POTUS signs Sexual Assault Survivors Bill of Rights.  Same day,  Trump's heard bragging about assaulting women. 
https://t.co/5WlOXvFUF9"
20,784617758017347584,Trump releases tape apologizing for talking 11 years ago about attacking women...then plugs his coming attack on a woman two days from now.
21,784663383660343297,"@BBCWorld @realDonaldTrump @BBCNews then Hillary went on the attack against the victims of her husband, but now it's horrible"
22,784576649627103233,Drools over a 12-year old and rapes a 13-year old...bragging about sexual assault doesn't shock me when it comes to @realDonaldTrump
23,784659701044768769,@nytopinion Perhaps @HillaryClinton can attack those women for @realDonaldTrump like she did for her husband Bill's sexual assault victims.
24,784771105957359616,Trump issues apology for lewd remarks -- then goes on the attack: WARNING: This story contains graphic language. https://t.co/1bm8poLE9f
25,784760301455454208,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack https://t.co/eDjD01luZV
26,784583721253044224,While Trump's bafoonery is in the headlines- @POTUS Signs Historic Sexual Assault Survivors’ ‘Bill of Rights’ https://t.co/jFzrT6ISFE
27,784597663106863105,The thing to remember is that @realDonaldTrump is advocating and admitting to sexual assault. His comments and actions are indefensible.
28,784689065379696640,"White House Intervened To Suppress Hillary 'Secret Server' Scandal, Leaked Emails Reveal | Zero Hedge https://t.co/FAwrqt4nwF"
29,784683021404368896,URGENT: These 3 Newly Leaked Emails Reveal Hillary's Plans To DESTROY America - https://t.co/4VpTxemzI9
30,784755440232099844,"Only two things in this world are certain, death and taxes! Unless you're Trump, then it's just death. Dude don't pay no taxes!"
31,784601236653871104,.@SpeakerRyan what about the sexual assault that #Trump has now admitted? #GOP
32,784587173135876096,It disgusts me that women like Scottie Nell Hughes can defend Trump.It doesn't matter when he made the comments he still fucking did it!
33,784772523648888832,You Don’t Need A Daughter To Know Trump Bragging About Sexual Assault Is Vile - The Huffington Post - US https://t.co/rw0DyRGNAM
34,784615417595781120,#ICYMI .@DailyKos: Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clint… https://t.co/osYrofWkjA
35,784620698237100033,@lisarinna he was wrong but check out the Hillary emails that leaked today  supply guns to terrorists racial names  Pay for play
36,784586242033852418,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments:  https://t.co/V7ZVr1aCAE
37,784581821233242114,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments https://t.co/A4Z4aFBHMH
38,784696120199045120,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN ☄ #vrai777 ⛱ $v ⏳℅ #web https://t.co/HPzuMJ4bTz
39,784610980013703168,"@EaglesJesse @realDonaldTrump ""no matter what"". He admitted sexual assault. It is pathetic that you can't see what a horrific person he is"
40,784579912812400641,@thehill @WSJ @WashTimes @FoxNews TRUMP IS UNDER BAD SMEAR ATTACK BY DEMOCRATS WHO ARE LOSING ELECTION &amp; STUPID REPUBLICANS ARE HELPING THEM
41,784735525701881857,"Savage Attack: Hillary Calls Bernie Fans &amp; Democrat Millennials a ""Bucket of Losers"" in Goldman Sachs Speech:
https://t.co/bvRuAYM1I5"
42,784738994357764096,#TrumpTapes of Billy Bush reveal of #Democrat #Trump - those years passed &amp; of now if #NewTrump due grandfather... https://t.co/95Fu0w8lPU
43,784618693338734595,@wikileaks @TheresaSchroe14 Yet all the Saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #HillaryArmedISIS
44,784774775990202368,"@MicheleBachmann @CNN it was not ""bad boy talk."" It was boasting about sexual assault.  You cannot defend the indefensible. #trumptapes"
45,784659877230546944,Donald Trump pledges to 'be a better man' after Republicans attack him for shockingly crude… https://t.co/0S8DQnW3J3
46,784773618370764800,"If you cover this as ""something gross Trump said"" w/o making it clear he's bragging about serial sexual assault, you're part of the problem"
47,784685521205334016,You don’t need a daughter to know Trump bragging about sexual assault is vile https://t.co/FSaREdkqOZ via @HuffPostWomen
48,784760305624555522,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack: Robert De Niro has launched a searing ... https://t.co/HSmRyJ8PQj
49,784610082441027584,NOT ENOUGH @REALDONALDTRUMP u SEXUALLY ASSAULTED NANCY O'DELL &amp; ADMITTED U'D TRY 2 SEXUALLY ASSAULT ADRIENNE ZUCKER… https://t.co/I57ql9Zbzo
50,784777229632962560,.@MarthaRaddatz @andersoncooper Ask @realDonaldTrump about boasting about sexual assault &amp; #rapeculture at #Debate16 tomorrow #grabthevote
51,784762671232983040,Federal Judge Orders Hearing in Donald Trump Rape Lawsuit https://t.co/m0CicuZbKL via @law_newz
52,784586044897394688,@sddickerson @FightandDebate @HillaryClinton @Slate that's why Bill paid hundreds of thousands of dollars to settle sexual assault cases.
53,784751011063816192,What leaked emails reveal about Hillary Clinton's campaign https://t.co/In3PJqTlPy
54,784691959445282816,@DrCrane72 @realDonaldTrump he bragged about his dick in a presidential fucking debate?  How's he going to defend his machismo now?
55,784768648120406016,"I wonder how many people, after hearing Trump boasting about sexual assault, are recognizing they use/have used the same language. #Trump"
56,784618936621002752,"@tb0811 again, you are mistaken. I do not defend Clinton. and I do object to more than Trump's words: he admitted to actions in that video"
57,784773802903437312,What Leaked Emails Reveal About Hillary Clinton’s Campaign - TIME https://t.co/MSxS3IsQJW
58,784657125737758720,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN https://t.co/vMr9aItKyu
59,784624649246281730,Just saw a Trump ad about a woman using a gun to protect herself from assault. Ironic coming from a man who admits to assaulting women.
60,784769717638750208,"Admitting Sexual assault &amp; denigrating women is ""interesting"" to Trump https://t.co/nWIQaY587S"
61,784735152375156736,BC Rapist / Hillary protects Hubby from rapist lawsuits-attack victims / Bill Rapps about Hillary Eating P? /Hillar… https://t.co/aBuWh1ah3N
62,784655225730633728,"New York Times editorial: Trump bragged about ""repeated sexual assault"" https://t.co/XvEaVSHIvI via @HuffPostPol"
63,784600146134859776,"Hillary Clinton calls Bill Clinton's sexual assault victims ""Bimbo Erupt... https://t.co/0swdpzXSIF via @YouTube"
64,784768304166633472,@LBMenefee @RealRonHoward @realDonaldTrump bragging about sexual assault isn't talking dirty. And if you wanna talk about trumps shady past
65,784615237236486144,Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clinton https://t.co/snABMesHM7
66,784772305553588224,@Patrici15767099 they should watch Hillary defend a child rapist https://t.co/l3RxlknbeG
67,784761249372508162,NBC analyst @LisaBloom joins #AMJoy on Jill Harth's sexual assault allegations against #DonaldTrump now being taken… https://t.co/wqD1LDf06C
68,784750302226358272,".@realDonaldTrump Why is it that even in your pathetic attempt to apologize, you have to attack @HillaryClinton? #Coward"
69,784622891845443584,"⚡ POTUS signs Sexual Assault Survivors Bill of Rights.  Same day,  Trump's heard bragging about assaulting women. 
https://t.co/5WlOXvFUF9"
70,784617758017347584,Trump releases tape apologizing for talking 11 years ago about attacking women...then plugs his coming attack on a woman two days from now.
71,784663383660343297,"@BBCWorld @realDonaldTrump @BBCNews then Hillary went on the attack against the victims of her husband, but now it's horrible"
72,784576649627103233,Drools over a 12-year old and rapes a 13-year old...bragging about sexual assault doesn't shock me when it comes to @realDonaldTrump
73,784659701044768769,@nytopinion Perhaps @HillaryClinton can attack those women for @realDonaldTrump like she did for her husband Bill's sexual assault victims.
74,784771105957359616,Trump issues apology for lewd remarks -- then goes on the attack: WARNING: This story contains graphic language. https://t.co/1bm8poLE9f
75,784760301455454208,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack https://t.co/eDjD01luZV
76,784583721253044224,While Trump's bafoonery is in the headlines- @POTUS Signs Historic Sexual Assault Survivors’ ‘Bill of Rights’ https://t.co/jFzrT6ISFE
77,784597663106863105,The thing to remember is that @realDonaldTrump is advocating and admitting to sexual assault. His comments and actions are indefensible.
78,784689065379696640,"White House Intervened To Suppress Hillary 'Secret Server' Scandal, Leaked Emails Reveal | Zero Hedge https://t.co/FAwrqt4nwF"
79,784683021404368896,URGENT: These 3 Newly Leaked Emails Reveal Hillary's Plans To DESTROY America - https://t.co/4VpTxemzI9
80,784755440232099844,"Only two things in this world are certain, death and taxes! Unless you're Trump, then it's just death. Dude don't pay no taxes!"
81,784601236653871104,.@SpeakerRyan what about the sexual assault that #Trump has now admitted? #GOP
82,784587173135876096,It disgusts me that women like Scottie Nell Hughes can defend Trump.It doesn't matter when he made the comments he still fucking did it!
83,784772523648888832,You Don’t Need A Daughter To Know Trump Bragging About Sexual Assault Is Vile - The Huffington Post - US https://t.co/rw0DyRGNAM
84,784615417595781120,#ICYMI .@DailyKos: Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clint… https://t.co/osYrofWkjA
85,784620698237100033,@lisarinna he was wrong but check out the Hillary emails that leaked today  supply guns to terrorists racial names  Pay for play
86,784586242033852418,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments:  https://t.co/V7ZVr1aCAE
87,784581821233242114,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments https://t.co/A4Z4aFBHMH
88,784696120199045120,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN ☄ #vrai777 ⛱ $v ⏳℅ #web https://t.co/HPzuMJ4bTz
89,784610980013703168,"@EaglesJesse @realDonaldTrump ""no matter what"". He admitted sexual assault. It is pathetic that you can't see what a horrific person he is"
90,784579912812400641,@thehill @WSJ @WashTimes @FoxNews TRUMP IS UNDER BAD SMEAR ATTACK BY DEMOCRATS WHO ARE LOSING ELECTION &amp; STUPID REPUBLICANS ARE HELPING THEM
91,784735525701881857,"Savage Attack: Hillary Calls Bernie Fans &amp; Democrat Millennials a ""Bucket of Losers"" in Goldman Sachs Speech:
https://t.co/bvRuAYM1I5"
92,784738994357764096,#TrumpTapes of Billy Bush reveal of #Democrat #Trump - those years passed &amp; of now if #NewTrump due grandfather... https://t.co/95Fu0w8lPU
93,784618693338734595,@wikileaks @TheresaSchroe14 Yet all the Saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #HillaryArmedISIS
94,784774775990202368,"@MicheleBachmann @CNN it was not ""bad boy talk."" It was boasting about sexual assault.  You cannot defend the indefensible. #trumptapes"
95,784659877230546944,Donald Trump pledges to 'be a better man' after Republicans attack him for shockingly crude… https://t.co/0S8DQnW3J3
96,784773618370764800,"If you cover this as ""something gross Trump said"" w/o making it clear he's bragging about serial sexual assault, you're part of the problem"
97,784685521205334016,You don’t need a daughter to know Trump bragging about sexual assault is vile https://t.co/FSaREdkqOZ via @HuffPostWomen
98,784760305624555522,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack: Robert De Niro has launched a searing ... https://t.co/HSmRyJ8PQj
99,784610082441027584,NOT ENOUGH @REALDONALDTRUMP u SEXUALLY ASSAULTED NANCY O'DELL &amp; ADMITTED U'D TRY 2 SEXUALLY ASSAULT ADRIENNE ZUCKER… https://t.co/I57ql9Zbzo
100,784777229632962560,.@MarthaRaddatz @andersoncooper Ask @realDonaldTrump about boasting about sexual assault &amp; #rapeculture at #Debate16 tomorrow #grabthevote
101,784762671232983040,Federal Judge Orders Hearing in Donald Trump Rape Lawsuit https://t.co/m0CicuZbKL via @law_newz
102,784586044897394688,@sddickerson @FightandDebate @HillaryClinton @Slate that's why Bill paid hundreds of thousands of dollars to settle sexual assault cases.
103,784751011063816192,What leaked emails reveal about Hillary Clinton's campaign https://t.co/In3PJqTlPy
104,784691959445282816,@DrCrane72 @realDonaldTrump he bragged about his dick in a presidential fucking debate?  How's he going to defend his machismo now?
105,784768648120406016,"I wonder how many people, after hearing Trump boasting about sexual assault, are recognizing they use/have used the same language. #Trump"
106,784618936621002752,"@tb0811 again, you are mistaken. I do not defend Clinton. and I do object to more than Trump's words: he admitted to actions in that video"
107,784773802903437312,What Leaked Emails Reveal About Hillary Clinton’s Campaign - TIME https://t.co/MSxS3IsQJW
108,784657125737758720,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN https://t.co/vMr9aItKyu
109,784624649246281730,Just saw a Trump ad about a woman using a gun to protect herself from assault. Ironic coming from a man who admits to assaulting women.
110,784769717638750208,"Admitting Sexual assault &amp; denigrating women is ""interesting"" to Trump https://t.co/nWIQaY587S"
111,784735152375156736,BC Rapist / Hillary protects Hubby from rapist lawsuits-attack victims / Bill Rapps about Hillary Eating P? /Hillar… https://t.co/aBuWh1ah3N
112,784655225730633728,"New York Times editorial: Trump bragged about ""repeated sexual assault"" https://t.co/XvEaVSHIvI via @HuffPostPol"
113,784600146134859776,"Hillary Clinton calls Bill Clinton's sexual assault victims ""Bimbo Erupt... https://t.co/0swdpzXSIF via @YouTube"
114,784768304166633472,@LBMenefee @RealRonHoward @realDonaldTrump bragging about sexual assault isn't talking dirty. And if you wanna talk about trumps shady past
115,784615237236486144,Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clinton https://t.co/snABMesHM7
116,784772305553588224,@Patrici15767099 they should watch Hillary defend a child rapist https://t.co/l3RxlknbeG
117,784761249372508162,NBC analyst @LisaBloom joins #AMJoy on Jill Harth's sexual assault allegations against #DonaldTrump now being taken… https://t.co/wqD1LDf06C
118,784750302226358272,".@realDonaldTrump Why is it that even in your pathetic attempt to apologize, you have to attack @HillaryClinton? #Coward"
119,784622891845443584,"⚡ POTUS signs Sexual Assault Survivors Bill of Rights.  Same day,  Trump's heard bragging about assaulting women. 
https://t.co/5WlOXvFUF9"
120,784617758017347584,Trump releases tape apologizing for talking 11 years ago about attacking women...then plugs his coming attack on a woman two days from now.
121,784663383660343297,"@BBCWorld @realDonaldTrump @BBCNews then Hillary went on the attack against the victims of her husband, but now it's horrible"
122,784576649627103233,Drools over a 12-year old and rapes a 13-year old...bragging about sexual assault doesn't shock me when it comes to @realDonaldTrump
123,784659701044768769,@nytopinion Perhaps @HillaryClinton can attack those women for @realDonaldTrump like she did for her husband Bill's sexual assault victims.
124,784771105957359616,Trump issues apology for lewd remarks -- then goes on the attack: WARNING: This story contains graphic language. https://t.co/1bm8poLE9f
125,784760301455454208,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack https://t.co/eDjD01luZV
126,784583721253044224,While Trump's bafoonery is in the headlines- @POTUS Signs Historic Sexual Assault Survivors’ ‘Bill of Rights’ https://t.co/jFzrT6ISFE
127,784597663106863105,The thing to remember is that @realDonaldTrump is advocating and admitting to sexual assault. His comments and actions are indefensible.
128,784689065379696640,"White House Intervened To Suppress Hillary 'Secret Server' Scandal, Leaked Emails Reveal | Zero Hedge https://t.co/FAwrqt4nwF"
129,784683021404368896,URGENT: These 3 Newly Leaked Emails Reveal Hillary's Plans To DESTROY America - https://t.co/4VpTxemzI9
130,784755440232099844,"Only two things in this world are certain, death and taxes! Unless you're Trump, then it's just death. Dude don't pay no taxes!"
131,784601236653871104,.@SpeakerRyan what about the sexual assault that #Trump has now admitted? #GOP
132,784587173135876096,It disgusts me that women like Scottie Nell Hughes can defend Trump.It doesn't matter when he made the comments he still fucking did it!
133,784772523648888832,You Don’t Need A Daughter To Know Trump Bragging About Sexual Assault Is Vile - The Huffington Post - US https://t.co/rw0DyRGNAM
134,784615417595781120,#ICYMI .@DailyKos: Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clint… https://t.co/osYrofWkjA
135,784620698237100033,@lisarinna he was wrong but check out the Hillary emails that leaked today  supply guns to terrorists racial names  Pay for play
136,784586242033852418,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments:  https://t.co/V7ZVr1aCAE
137,784581821233242114,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments https://t.co/A4Z4aFBHMH
138,784696120199045120,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN ☄ #vrai777 ⛱ $v ⏳℅ #web https://t.co/HPzuMJ4bTz
139,784610980013703168,"@EaglesJesse @realDonaldTrump ""no matter what"". He admitted sexual assault. It is pathetic that you can't see what a horrific person he is"
140,784579912812400641,@thehill @WSJ @WashTimes @FoxNews TRUMP IS UNDER BAD SMEAR ATTACK BY DEMOCRATS WHO ARE LOSING ELECTION &amp; STUPID REPUBLICANS ARE HELPING THEM
141,784735525701881857,"Savage Attack: Hillary Calls Bernie Fans &amp; Democrat Millennials a ""Bucket of Losers"" in Goldman Sachs Speech:
https://t.co/bvRuAYM1I5"
142,784738994357764096,#TrumpTapes of Billy Bush reveal of #Democrat #Trump - those years passed &amp; of now if #NewTrump due grandfather... https://t.co/95Fu0w8lPU
143,784618693338734595,@wikileaks @TheresaSchroe14 Yet all the Saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #HillaryArmedISIS
144,784774775990202368,"@MicheleBachmann @CNN it was not ""bad boy talk."" It was boasting about sexual assault.  You cannot defend the indefensible. #trumptapes"
145,784659877230546944,Donald Trump pledges to 'be a better man' after Republicans attack him for shockingly crude… https://t.co/0S8DQnW3J3
146,784773618370764800,"If you cover this as ""something gross Trump said"" w/o making it clear he's bragging about serial sexual assault, you're part of the problem"
147,784685521205334016,You don’t need a daughter to know Trump bragging about sexual assault is vile https://t.co/FSaREdkqOZ via @HuffPostWomen
148,784760305624555522,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack: Robert De Niro has launched a searing ... https://t.co/HSmRyJ8PQj
149,784610082441027584,NOT ENOUGH @REALDONALDTRUMP u SEXUALLY ASSAULTED NANCY O'DELL &amp; ADMITTED U'D TRY 2 SEXUALLY ASSAULT ADRIENNE ZUCKER… https://t.co/I57ql9Zbzo
150,784777229632962560,.@MarthaRaddatz @andersoncooper Ask @realDonaldTrump about boasting about sexual assault &amp; #rapeculture at #Debate16 tomorrow #grabthevote
151,784762671232983040,Federal Judge Orders Hearing in Donald Trump Rape Lawsuit https://t.co/m0CicuZbKL via @law_newz
152,784586044897394688,@sddickerson @FightandDebate @HillaryClinton @Slate that's why Bill paid hundreds of thousands of dollars to settle sexual assault cases.
153,784751011063816192,What leaked emails reveal about Hillary Clinton's campaign https://t.co/In3PJqTlPy
154,784691959445282816,@DrCrane72 @realDonaldTrump he bragged about his dick in a presidential fucking debate?  How's he going to defend his machismo now?
155,784768648120406016,"I wonder how many people, after hearing Trump boasting about sexual assault, are recognizing they use/have used the same language. #Trump"
156,784618936621002752,"@tb0811 again, you are mistaken. I do not defend Clinton. and I do object to more than Trump's words: he admitted to actions in that video"
157,784773802903437312,What Leaked Emails Reveal About Hillary Clinton’s Campaign - TIME https://t.co/MSxS3IsQJW
158,784657125737758720,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN https://t.co/vMr9aItKyu
159,784624649246281730,Just saw a Trump ad about a woman using a gun to protect herself from assault. Ironic coming from a man who admits to assaulting women.
160,784769717638750208,"Admitting Sexual assault &amp; denigrating women is ""interesting"" to Trump https://t.co/nWIQaY587S"
161,784735152375156736,BC Rapist / Hillary protects Hubby from rapist lawsuits-attack victims / Bill Rapps about Hillary Eating P? /Hillar… https://t.co/aBuWh1ah3N
162,784655225730633728,"New York Times editorial: Trump bragged about ""repeated sexual assault"" https://t.co/XvEaVSHIvI via @HuffPostPol"
163,784600146134859776,"Hillary Clinton calls Bill Clinton's sexual assault victims ""Bimbo Erupt... https://t.co/0swdpzXSIF via @YouTube"
164,784768304166633472,@LBMenefee @RealRonHoward @realDonaldTrump bragging about sexual assault isn't talking dirty. And if you wanna talk about trumps shady past
165,784615237236486144,Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clinton https://t.co/snABMesHM7
166,784772305553588224,@Patrici15767099 they should watch Hillary defend a child rapist https://t.co/l3RxlknbeG
167,784761249372508162,NBC analyst @LisaBloom joins #AMJoy on Jill Harth's sexual assault allegations against #DonaldTrump now being taken… https://t.co/wqD1LDf06C
168,784750302226358272,".@realDonaldTrump Why is it that even in your pathetic attempt to apologize, you have to attack @HillaryClinton? #Coward"
169,784622891845443584,"⚡ POTUS signs Sexual Assault Survivors Bill of Rights.  Same day,  Trump's heard bragging about assaulting women. 
https://t.co/5WlOXvFUF9"
170,784617758017347584,Trump releases tape apologizing for talking 11 years ago about attacking women...then plugs his coming attack on a woman two days from now.
171,784663383660343297,"@BBCWorld @realDonaldTrump @BBCNews then Hillary went on the attack against the victims of her husband, but now it's horrible"
172,784576649627103233,Drools over a 12-year old and rapes a 13-year old...bragging about sexual assault doesn't shock me when it comes to @realDonaldTrump
173,784659701044768769,@nytopinion Perhaps @HillaryClinton can attack those women for @realDonaldTrump like she did for her husband Bill's sexual assault victims.
174,784771105957359616,Trump issues apology for lewd remarks -- then goes on the attack: WARNING: This story contains graphic language. https://t.co/1bm8poLE9f
175,784760301455454208,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack https://t.co/eDjD01luZV
176,784583721253044224,While Trump's bafoonery is in the headlines- @POTUS Signs Historic Sexual Assault Survivors’ ‘Bill of Rights’ https://t.co/jFzrT6ISFE
177,784597663106863105,The thing to remember is that @realDonaldTrump is advocating and admitting to sexual assault. His comments and actions are indefensible.
178,784689065379696640,"White House Intervened To Suppress Hillary 'Secret Server' Scandal, Leaked Emails Reveal | Zero Hedge https://t.co/FAwrqt4nwF"
179,784683021404368896,URGENT: These 3 Newly Leaked Emails Reveal Hillary's Plans To DESTROY America - https://t.co/4VpTxemzI9
180,784755440232099844,"Only two things in this world are certain, death and taxes! Unless you're Trump, then it's just death. Dude don't pay no taxes!"
181,784601236653871104,.@SpeakerRyan what about the sexual assault that #Trump has now admitted? #GOP
182,784587173135876096,It disgusts me that women like Scottie Nell Hughes can defend Trump.It doesn't matter when he made the comments he still fucking did it!
183,784772523648888832,You Don’t Need A Daughter To Know Trump Bragging About Sexual Assault Is Vile - The Huffington Post - US https://t.co/rw0DyRGNAM
184,784615417595781120,#ICYMI .@DailyKos: Trump releases video 'apology' for sexual assault ... but mostly attacks Hillary and Bill Clint… https://t.co/osYrofWkjA
185,784620698237100033,@lisarinna he was wrong but check out the Hillary emails that leaked today  supply guns to terrorists racial names  Pay for play
186,784586242033852418,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments:  https://t.co/V7ZVr1aCAE
187,784581821233242114,Republicans attack Donald Trump following emergence of video showing lewd and sexually aggressive comments https://t.co/A4Z4aFBHMH
188,784696120199045120,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN ☄ #vrai777 ⛱ $v ⏳℅ #web https://t.co/HPzuMJ4bTz
189,784610980013703168,"@EaglesJesse @realDonaldTrump ""no matter what"". He admitted sexual assault. It is pathetic that you can't see what a horrific person he is"
190,784579912812400641,@thehill @WSJ @WashTimes @FoxNews TRUMP IS UNDER BAD SMEAR ATTACK BY DEMOCRATS WHO ARE LOSING ELECTION &amp; STUPID REPUBLICANS ARE HELPING THEM
191,784735525701881857,"Savage Attack: Hillary Calls Bernie Fans &amp; Democrat Millennials a ""Bucket of Losers"" in Goldman Sachs Speech:
https://t.co/bvRuAYM1I5"
192,784738994357764096,#TrumpTapes of Billy Bush reveal of #Democrat #Trump - those years passed &amp; of now if #NewTrump due grandfather... https://t.co/95Fu0w8lPU
193,784618693338734595,@wikileaks @TheresaSchroe14 Yet all the Saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #HillaryArmedISIS
194,784774775990202368,"@MicheleBachmann @CNN it was not ""bad boy talk."" It was boasting about sexual assault.  You cannot defend the indefensible. #trumptapes"
195,784659877230546944,Donald Trump pledges to 'be a better man' after Republicans attack him for shockingly crude… https://t.co/0S8DQnW3J3
196,784773618370764800,"If you cover this as ""something gross Trump said"" w/o making it clear he's bragging about serial sexual assault, you're part of the problem"
197,784685521205334016,You don’t need a daughter to know Trump bragging about sexual assault is vile https://t.co/FSaREdkqOZ via @HuffPostWomen
198,784760305624555522,Robert De Niro Describes Donald Trump As A 'Pig' In Blistering Attack: Robert De Niro has launched a searing ... https://t.co/HSmRyJ8PQj
199,784610082441027584,NOT ENOUGH @REALDONALDTRUMP u SEXUALLY ASSAULTED NANCY O'DELL &amp; ADMITTED U'D TRY 2 SEXUALLY ASSAULT ADRIENNE ZUCKER… https://t.co/I57ql9Zbzo
200,784777229632962560,.@MarthaRaddatz @andersoncooper Ask @realDonaldTrump about boasting about sexual assault &amp; #rapeculture at #Debate16 tomorrow #grabthevote
201,784762671232983040,Federal Judge Orders Hearing in Donald Trump Rape Lawsuit https://t.co/m0CicuZbKL via @law_newz
202,784586044897394688,@sddickerson @FightandDebate @HillaryClinton @Slate that's why Bill paid hundreds of thousands of dollars to settle sexual assault cases.
203,784751011063816192,What leaked emails reveal about Hillary Clinton's campaign https://t.co/In3PJqTlPy
204,784691959445282816,@DrCrane72 @realDonaldTrump he bragged about his dick in a presidential fucking debate?  How's he going to defend his machismo now?
205,784768648120406016,"I wonder how many people, after hearing Trump boasting about sexual assault, are recognizing they use/have used the same language. #Trump"
206,784618936621002752,"@tb0811 again, you are mistaken. I do not defend Clinton. and I do object to more than Trump's words: he admitted to actions in that video"
207,784773802903437312,What Leaked Emails Reveal About Hillary Clinton’s Campaign - TIME https://t.co/MSxS3IsQJW
208,784657125737758720,Trump issues defiant apology for lewd remarks -- then goes on the attack - CNN https://t.co/vMr9aItKyu
209,784624649246281730,Just saw a Trump ad about a woman using a gun to protect herself from assault. Ironic coming from a man who admits to assaulting women.
210,784769717638750208,"Admitting Sexual assault &amp; denigrating women is ""interesting"" to Trump https://t.co/nWIQaY587S"
211,784735152375156736,BC Rapist / Hillary protects Hubby from rapist lawsuits-attack victims / Bill Rapps about Hillary Eating P? /Hillar… https://t.co/aBuWh1ah3N
