91	784771105957359616	35	issues apology	1475938986659	trump issues apology for lewd remarks -- then goes on the attack : warning : this story contains graphic language . HTTPURL
80	784760301455454208	189	describes	1475936410665	robert de niro describes donald trump as a ' pig ' in blistering attack HTTPURL
11	784583721253044224	211	signs	1475894310664	while trump 's bafoonery is in the headlines- @potus signs historic sexual assault survivors ' bill of rights ' HTTPURL
20	784597663106863105	242	admitting	1475897634661	the thing to remember is that @realdonaldtrump is advocating and admitting to sexual assault . his comments and actions are indefensible
60	784689065379696640	270	intervened to suppress	1475919426661	white house intervened to suppress hillary ' secret server ' scandal , leaked emails reveal | zero hedge HTTPURL
57	784683021404368896	133	reveal	1475917985665	urgent : these 3 newly leaked emails reveal hillary 's plans to destroy america - HTTPURL
79	784755440232099844	273	do not pay	1475935251659	only two things in this world are certain , death and taxes ! unless you're trump , then it 's just death . dude do not pay no taxes
22	784601236653871104	242	admitted	1475898486661	. @speakerryan what about the sexual assault that #trump has now admitted ? #go
17	784587173135876096	253	defend	1475895133657	it disgusts me that women like scottie nell hughes can defend trump . it does not matter when he made the comments he still fucking did it
93	784772523648888832	48	bragging	1475939324663	you don't need a daughter to know trump bragging about sexual assault is vile - the huffington post - us HTTPURL
33	784615417595781120	1501	releases	1475901867661	#icymi . @dailykos : trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clint HTTPURL
39	784620698237100033	101	supply	1475903126664	@lisarinna he was wrong but check out the hillary emails that leaked today supply guns to terrorists racial names pay for pla
15	784586242033852418	53	attack	1475894911665	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments : HTTPURL
8	784581821233242114	53	attack	1475893857664	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments HTTPURL
62	784696120199045120	35	issues apology	1475921108661	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn #vrai777 $v #web HTTPURL
29	784610980013703168	242	admitted	1475900809659	@eaglesjesse @realdonaldtrump " no matter what ". he admitted sexual assault . it is pathetic that you can not see what a horrific person he i
5	784579912812400641	17	is under attack	1475893402661	@thehill @wsj @washtimes @foxnews trump is under bad smear attack by democrats who are losing election &amp; stupid republicans are helping the
71	784735525701881857	187	calls	1475930503665	savage attack : hillary calls bernie fans &amp; democrat millennials a " bucket of losers " in goldman sachs speech : HTTPURL
72	784738994357764096	254	reveal	1475931330657	#trumptapes of billy bush reveal of #democrat #trump - those years passed &amp; of now if #newtrump due grandfather ... HTTPURL
37	784618693338734595	101	donate	1475902648659	@wikileaks @theresaschroe14 yet all the saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #hillaryarmedisi
97	784774775990202368	48	boasting	1475939861663	@michelebachmann @cnn it was not " bad boy talk ." it was boasting about sexual assault . you can not defend the indefensible . #trumptape
50	784659877230546944	338	pledges	1475912467664	donald trump pledges to ' be a better man ' after republicans attack him for shockingly crude HTTPURL
94	784773618370764800	48	bragging	1475939585665	if you cover this as " something gross trump said " w o making it clear he 's bragging about serial sexual assault , you're part of the proble
59	784685521205334016	48	bragging	1475918581664	you don't need a daughter to know trump bragging about sexual assault is vile HTTPURL via @huffpostwome
81	784760305624555522	189	describes	1475936411659	robert de niro describes donald trump as a ' pig ' in blistering attack : robert de niro has launched a searing ... HTTPURL
28	784610082441027584	242	assaulted	1475900595661	not enough @realdonaldtrump u sexually assaulted nancy o'dell &amp; admitted u'd try 2 sexually assault adrienne zucker HTTPURL
98	784777229632962560	48	boasting	1475940446657	. @martharaddatz @andersoncooper ask @realdonaldtrump about boasting about sexual assault &amp; #rapeculture at #debate16 tomorrow #grabthevot
84	784762671232983040	246	orders	1475936975664	federal judge orders hearing in donald trump rape lawsuit HTTPURL via @law_new
14	784586044897394688	201	paid	1475894864664	@sddickerson @fightanddebate @hillaryclinton @slate that 's why bill paid hundreds of thousands of dollars to settle sexual assault cases
76	784751011063816192	118	reveal	1475934195663	what leaked emails reveal about hillary clinton 's campaign HTTPURL
61	784691959445282816	48	bragged	1475920116660	@drcrane72 @realdonaldtrump he bragged about his dick in a presidential fucking debate ? how 's he going to defend his machismo now
89	784768648120406016	48	boasting	1475938400665	i wonder how many people , after hearing trump boasting about sexual assault , are recognizing they use have used the same language . #trum
38	784618936621002752	242	admitted	1475902706662	@tb0811 again , you are mistaken . i do not defend clinton . and i do object to more than trump 's words : he admitted to actions in that vide
95	784773802903437312	118	reveal	1475939629661	what leaked emails reveal about hillary clinton 's campaign - time HTTPURL
47	784657125737758720	35	issues apology	1475911811657	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn HTTPURL
42	784624649246281730	242	admits	1475904068658	just saw a trump ad about a woman using a gun to protect herself from assault . ironic coming from a man who admits to assaulting women
90	784769717638750208	242	admitting	1475938655658	admitting sexual assault &amp; denigrating women is " interesting " to trump HTTPURL
69	784735152375156736	1503	protects from	1475930414657	bc rapist hillary protects hubby from rapist lawsuits-attack victims bill rapps about hillary eating p ? hillar HTTPURL
46	784655225730633728	48	bragged	1475911358660	new york times editorial : trump bragged about " repeated sexual assault " HTTPURL via @huffpostpo
21	784600146134859776	31	calls	1475898226661	hillary clinton calls bill clinton 's sexual assault victims " bimbo erupt ... HTTPURL via @youtub
88	784768304166633472	48	bragging	1475938318660	@lbmenefee @realronhoward @realdonaldtrump bragging about sexual assault is not talking dirty . and if you wanna talk about trumps shady pas
30	784615237236486144	1501	releases	1475901824660	trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clinton HTTPURL
92	784772305553588224	97	defend	1475939272665	@patrici15767099 they should watch hillary defend a child rapist HTTPURL
83	784761249372508162	238	joins	1475936636666	nbc analyst @lisabloom joins #amjoy on jill harth 's sexual assault allegations against #donaldtrump now being taken HTTPURL
75	784750302226358272	35	attempt to apologize	1475934026663	. @realdonaldtrump why is it that even in your pathetic attempt to apologize , you have to attack @hillaryclinton ? #cowar
40	784622891845443584	211	signs	1475903649661	potus signs sexual assault survivors bill of rights . same day , trump 's heard bragging about assaulting women . HTTPURL
36	784617758017347584	35	apologizing	1475902425661	trump releases tape apologizing for talking 11 years ago about attacking women ... then plugs his coming attack on a woman two days from now
54	784663383660343297	31	attack	1475913303662	@bbcworld @realdonaldtrump @bbcnews then hillary went on the attack against the victims of her husband , but now it 's horribl
0	784576649627103233	48	bragging	1475892624657	drools over a 12-year old and rapes a 13-year old ... bragging about sexual assault does not shock me when it comes to @realdonaldtrum
49	784659701044768769	31	attack	1475912425658	@nytopinion perhaps @hillaryclinton can attack those women for @realdonaldtrump like she did for her husband bill 's sexual assault victims
91	784771105957359616	35	issues apology	1475938986659	trump issues apology for lewd remarks -- then goes on the attack : warning : this story contains graphic language . HTTPURL
80	784760301455454208	189	describes	1475936410665	robert de niro describes donald trump as a ' pig ' in blistering attack HTTPURL
11	784583721253044224	211	signs	1475894310664	while trump 's bafoonery is in the headlines- @potus signs historic sexual assault survivors ' bill of rights ' HTTPURL
20	784597663106863105	242	admitting	1475897634661	the thing to remember is that @realdonaldtrump is advocating and admitting to sexual assault . his comments and actions are indefensible
60	784689065379696640	270	intervened to suppress	1475919426661	white house intervened to suppress hillary ' secret server ' scandal , leaked emails reveal | zero hedge HTTPURL
57	784683021404368896	133	reveal	1475917985665	urgent : these 3 newly leaked emails reveal hillary 's plans to destroy america - HTTPURL
79	784755440232099844	273	do not pay	1475935251659	only two things in this world are certain , death and taxes ! unless you're trump , then it 's just death . dude do not pay no taxes
22	784601236653871104	242	admitted	1475898486661	. @speakerryan what about the sexual assault that #trump has now admitted ? #go
17	784587173135876096	253	defend	1475895133657	it disgusts me that women like scottie nell hughes can defend trump . it does not matter when he made the comments he still fucking did it
93	784772523648888832	48	bragging	1475939324663	you don't need a daughter to know trump bragging about sexual assault is vile - the huffington post - us HTTPURL
33	784615417595781120	1501	releases	1475901867661	#icymi . @dailykos : trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clint HTTPURL
39	784620698237100033	101	supply	1475903126664	@lisarinna he was wrong but check out the hillary emails that leaked today supply guns to terrorists racial names pay for pla
15	784586242033852418	53	attack	1475894911665	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments : HTTPURL
8	784581821233242114	53	attack	1475893857664	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments HTTPURL
62	784696120199045120	35	issues apology	1475921108661	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn #vrai777 $v #web HTTPURL
29	784610980013703168	242	admitted	1475900809659	@eaglesjesse @realdonaldtrump " no matter what ". he admitted sexual assault . it is pathetic that you can not see what a horrific person he i
5	784579912812400641	17	is under attack	1475893402661	@thehill @wsj @washtimes @foxnews trump is under bad smear attack by democrats who are losing election &amp; stupid republicans are helping the
71	784735525701881857	187	calls	1475930503665	savage attack : hillary calls bernie fans &amp; democrat millennials a " bucket of losers " in goldman sachs speech : HTTPURL
72	784738994357764096	254	reveal	1475931330657	#trumptapes of billy bush reveal of #democrat #trump - those years passed &amp; of now if #newtrump due grandfather ... HTTPURL
37	784618693338734595	101	donate	1475902648659	@wikileaks @theresaschroe14 yet all the saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #hillaryarmedisi
97	784774775990202368	48	boasting	1475939861663	@michelebachmann @cnn it was not " bad boy talk ." it was boasting about sexual assault . you can not defend the indefensible . #trumptape
50	784659877230546944	338	pledges	1475912467664	donald trump pledges to ' be a better man ' after republicans attack him for shockingly crude HTTPURL
94	784773618370764800	48	bragging	1475939585665	if you cover this as " something gross trump said " w o making it clear he 's bragging about serial sexual assault , you're part of the proble
59	784685521205334016	48	bragging	1475918581664	you don't need a daughter to know trump bragging about sexual assault is vile HTTPURL via @huffpostwome
81	784760305624555522	189	describes	1475936411659	robert de niro describes donald trump as a ' pig ' in blistering attack : robert de niro has launched a searing ... HTTPURL
28	784610082441027584	242	assaulted	1475900595661	not enough @realdonaldtrump u sexually assaulted nancy o'dell &amp; admitted u'd try 2 sexually assault adrienne zucker HTTPURL
98	784777229632962560	48	boasting	1475940446657	. @martharaddatz @andersoncooper ask @realdonaldtrump about boasting about sexual assault &amp; #rapeculture at #debate16 tomorrow #grabthevot
84	784762671232983040	246	orders	1475936975664	federal judge orders hearing in donald trump rape lawsuit HTTPURL via @law_new
14	784586044897394688	201	paid	1475894864664	@sddickerson @fightanddebate @hillaryclinton @slate that 's why bill paid hundreds of thousands of dollars to settle sexual assault cases
76	784751011063816192	118	reveal	1475934195663	what leaked emails reveal about hillary clinton 's campaign HTTPURL
61	784691959445282816	48	bragged	1475920116660	@drcrane72 @realdonaldtrump he bragged about his dick in a presidential fucking debate ? how 's he going to defend his machismo now
89	784768648120406016	48	boasting	1475938400665	i wonder how many people , after hearing trump boasting about sexual assault , are recognizing they use have used the same language . #trum
38	784618936621002752	242	admitted	1475902706662	@tb0811 again , you are mistaken . i do not defend clinton . and i do object to more than trump 's words : he admitted to actions in that vide
95	784773802903437312	118	reveal	1475939629661	what leaked emails reveal about hillary clinton 's campaign - time HTTPURL
47	784657125737758720	35	issues apology	1475911811657	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn HTTPURL
42	784624649246281730	242	admits	1475904068658	just saw a trump ad about a woman using a gun to protect herself from assault . ironic coming from a man who admits to assaulting women
90	784769717638750208	242	admitting	1475938655658	admitting sexual assault &amp; denigrating women is " interesting " to trump HTTPURL
69	784735152375156736	1503	protects from	1475930414657	bc rapist hillary protects hubby from rapist lawsuits-attack victims bill rapps about hillary eating p ? hillar HTTPURL
46	784655225730633728	48	bragged	1475911358660	new york times editorial : trump bragged about " repeated sexual assault " HTTPURL via @huffpostpo
21	784600146134859776	31	calls	1475898226661	hillary clinton calls bill clinton 's sexual assault victims " bimbo erupt ... HTTPURL via @youtub
88	784768304166633472	48	bragging	1475938318660	@lbmenefee @realronhoward @realdonaldtrump bragging about sexual assault is not talking dirty . and if you wanna talk about trumps shady pas
30	784615237236486144	1501	releases	1475901824660	trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clinton HTTPURL
92	784772305553588224	97	defend	1475939272665	@patrici15767099 they should watch hillary defend a child rapist HTTPURL
83	784761249372508162	238	joins	1475936636666	nbc analyst @lisabloom joins #amjoy on jill harth 's sexual assault allegations against #donaldtrump now being taken HTTPURL
75	784750302226358272	35	attempt to apologize	1475934026663	. @realdonaldtrump why is it that even in your pathetic attempt to apologize , you have to attack @hillaryclinton ? #cowar
40	784622891845443584	211	signs	1475903649661	potus signs sexual assault survivors bill of rights . same day , trump 's heard bragging about assaulting women . HTTPURL
36	784617758017347584	35	apologizing	1475902425661	trump releases tape apologizing for talking 11 years ago about attacking women ... then plugs his coming attack on a woman two days from now
54	784663383660343297	31	attack	1475913303662	@bbcworld @realdonaldtrump @bbcnews then hillary went on the attack against the victims of her husband , but now it 's horribl
0	784576649627103233	48	bragging	1475892624657	drools over a 12-year old and rapes a 13-year old ... bragging about sexual assault does not shock me when it comes to @realdonaldtrum
49	784659701044768769	31	attack	1475912425658	@nytopinion perhaps @hillaryclinton can attack those women for @realdonaldtrump like she did for her husband bill 's sexual assault victims
91	784771105957359616	35	issues apology	1475938986659	trump issues apology for lewd remarks -- then goes on the attack : warning : this story contains graphic language . HTTPURL
80	784760301455454208	189	describes	1475936410665	robert de niro describes donald trump as a ' pig ' in blistering attack HTTPURL
11	784583721253044224	211	signs	1475894310664	while trump 's bafoonery is in the headlines- @potus signs historic sexual assault survivors ' bill of rights ' HTTPURL
20	784597663106863105	242	admitting	1475897634661	the thing to remember is that @realdonaldtrump is advocating and admitting to sexual assault . his comments and actions are indefensible
60	784689065379696640	270	intervened to suppress	1475919426661	white house intervened to suppress hillary ' secret server ' scandal , leaked emails reveal | zero hedge HTTPURL
57	784683021404368896	133	reveal	1475917985665	urgent : these 3 newly leaked emails reveal hillary 's plans to destroy america - HTTPURL
79	784755440232099844	273	do not pay	1475935251659	only two things in this world are certain , death and taxes ! unless you're trump , then it 's just death . dude do not pay no taxes
22	784601236653871104	242	admitted	1475898486661	. @speakerryan what about the sexual assault that #trump has now admitted ? #go
17	784587173135876096	253	defend	1475895133657	it disgusts me that women like scottie nell hughes can defend trump . it does not matter when he made the comments he still fucking did it
93	784772523648888832	48	bragging	1475939324663	you don't need a daughter to know trump bragging about sexual assault is vile - the huffington post - us HTTPURL
33	784615417595781120	1501	releases	1475901867661	#icymi . @dailykos : trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clint HTTPURL
39	784620698237100033	101	supply	1475903126664	@lisarinna he was wrong but check out the hillary emails that leaked today supply guns to terrorists racial names pay for pla
15	784586242033852418	53	attack	1475894911665	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments : HTTPURL
8	784581821233242114	53	attack	1475893857664	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments HTTPURL
62	784696120199045120	35	issues apology	1475921108661	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn #vrai777 $v #web HTTPURL
29	784610980013703168	242	admitted	1475900809659	@eaglesjesse @realdonaldtrump " no matter what ". he admitted sexual assault . it is pathetic that you can not see what a horrific person he i
5	784579912812400641	17	is under attack	1475893402661	@thehill @wsj @washtimes @foxnews trump is under bad smear attack by democrats who are losing election &amp; stupid republicans are helping the
71	784735525701881857	187	calls	1475930503665	savage attack : hillary calls bernie fans &amp; democrat millennials a " bucket of losers " in goldman sachs speech : HTTPURL
72	784738994357764096	254	reveal	1475931330657	#trumptapes of billy bush reveal of #democrat #trump - those years passed &amp; of now if #newtrump due grandfather ... HTTPURL
37	784618693338734595	101	donate	1475902648659	@wikileaks @theresaschroe14 yet all the saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #hillaryarmedisi
97	784774775990202368	48	boasting	1475939861663	@michelebachmann @cnn it was not " bad boy talk ." it was boasting about sexual assault . you can not defend the indefensible . #trumptape
50	784659877230546944	338	pledges	1475912467664	donald trump pledges to ' be a better man ' after republicans attack him for shockingly crude HTTPURL
94	784773618370764800	48	bragging	1475939585665	if you cover this as " something gross trump said " w o making it clear he 's bragging about serial sexual assault , you're part of the proble
59	784685521205334016	48	bragging	1475918581664	you don't need a daughter to know trump bragging about sexual assault is vile HTTPURL via @huffpostwome
81	784760305624555522	189	describes	1475936411659	robert de niro describes donald trump as a ' pig ' in blistering attack : robert de niro has launched a searing ... HTTPURL
28	784610082441027584	242	assaulted	1475900595661	not enough @realdonaldtrump u sexually assaulted nancy o'dell &amp; admitted u'd try 2 sexually assault adrienne zucker HTTPURL
98	784777229632962560	48	boasting	1475940446657	. @martharaddatz @andersoncooper ask @realdonaldtrump about boasting about sexual assault &amp; #rapeculture at #debate16 tomorrow #grabthevot
84	784762671232983040	246	orders	1475936975664	federal judge orders hearing in donald trump rape lawsuit HTTPURL via @law_new
14	784586044897394688	201	paid	1475894864664	@sddickerson @fightanddebate @hillaryclinton @slate that 's why bill paid hundreds of thousands of dollars to settle sexual assault cases
76	784751011063816192	118	reveal	1475934195663	what leaked emails reveal about hillary clinton 's campaign HTTPURL
61	784691959445282816	48	bragged	1475920116660	@drcrane72 @realdonaldtrump he bragged about his dick in a presidential fucking debate ? how 's he going to defend his machismo now
89	784768648120406016	48	boasting	1475938400665	i wonder how many people , after hearing trump boasting about sexual assault , are recognizing they use have used the same language . #trum
38	784618936621002752	242	admitted	1475902706662	@tb0811 again , you are mistaken . i do not defend clinton . and i do object to more than trump 's words : he admitted to actions in that vide
95	784773802903437312	118	reveal	1475939629661	what leaked emails reveal about hillary clinton 's campaign - time HTTPURL
47	784657125737758720	35	issues apology	1475911811657	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn HTTPURL
42	784624649246281730	242	admits	1475904068658	just saw a trump ad about a woman using a gun to protect herself from assault . ironic coming from a man who admits to assaulting women
90	784769717638750208	242	admitting	1475938655658	admitting sexual assault &amp; denigrating women is " interesting " to trump HTTPURL
69	784735152375156736	1503	protects from	1475930414657	bc rapist hillary protects hubby from rapist lawsuits-attack victims bill rapps about hillary eating p ? hillar HTTPURL
46	784655225730633728	48	bragged	1475911358660	new york times editorial : trump bragged about " repeated sexual assault " HTTPURL via @huffpostpo
21	784600146134859776	31	calls	1475898226661	hillary clinton calls bill clinton 's sexual assault victims " bimbo erupt ... HTTPURL via @youtub
88	784768304166633472	48	bragging	1475938318660	@lbmenefee @realronhoward @realdonaldtrump bragging about sexual assault is not talking dirty . and if you wanna talk about trumps shady pas
30	784615237236486144	1501	releases	1475901824660	trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clinton HTTPURL
92	784772305553588224	97	defend	1475939272665	@patrici15767099 they should watch hillary defend a child rapist HTTPURL
83	784761249372508162	238	joins	1475936636666	nbc analyst @lisabloom joins #amjoy on jill harth 's sexual assault allegations against #donaldtrump now being taken HTTPURL
75	784750302226358272	35	attempt to apologize	1475934026663	. @realdonaldtrump why is it that even in your pathetic attempt to apologize , you have to attack @hillaryclinton ? #cowar
40	784622891845443584	211	signs	1475903649661	potus signs sexual assault survivors bill of rights . same day , trump 's heard bragging about assaulting women . HTTPURL
36	784617758017347584	35	apologizing	1475902425661	trump releases tape apologizing for talking 11 years ago about attacking women ... then plugs his coming attack on a woman two days from now
54	784663383660343297	31	attack	1475913303662	@bbcworld @realdonaldtrump @bbcnews then hillary went on the attack against the victims of her husband , but now it 's horribl
0	784576649627103233	48	bragging	1475892624657	drools over a 12-year old and rapes a 13-year old ... bragging about sexual assault does not shock me when it comes to @realdonaldtrum
49	784659701044768769	31	attack	1475912425658	@nytopinion perhaps @hillaryclinton can attack those women for @realdonaldtrump like she did for her husband bill 's sexual assault victims
91	784771105957359616	35	issues apology	1475938986659	trump issues apology for lewd remarks -- then goes on the attack : warning : this story contains graphic language . HTTPURL
80	784760301455454208	189	describes	1475936410665	robert de niro describes donald trump as a ' pig ' in blistering attack HTTPURL
11	784583721253044224	211	signs	1475894310664	while trump 's bafoonery is in the headlines- @potus signs historic sexual assault survivors ' bill of rights ' HTTPURL
20	784597663106863105	242	admitting	1475897634661	the thing to remember is that @realdonaldtrump is advocating and admitting to sexual assault . his comments and actions are indefensible
60	784689065379696640	270	intervened to suppress	1475919426661	white house intervened to suppress hillary ' secret server ' scandal , leaked emails reveal | zero hedge HTTPURL
57	784683021404368896	133	reveal	1475917985665	urgent : these 3 newly leaked emails reveal hillary 's plans to destroy america - HTTPURL
79	784755440232099844	273	do not pay	1475935251659	only two things in this world are certain , death and taxes ! unless you're trump , then it 's just death . dude do not pay no taxes
22	784601236653871104	242	admitted	1475898486661	. @speakerryan what about the sexual assault that #trump has now admitted ? #go
17	784587173135876096	253	defend	1475895133657	it disgusts me that women like scottie nell hughes can defend trump . it does not matter when he made the comments he still fucking did it
93	784772523648888832	48	bragging	1475939324663	you don't need a daughter to know trump bragging about sexual assault is vile - the huffington post - us HTTPURL
33	784615417595781120	1501	releases	1475901867661	#icymi . @dailykos : trump releases video ' apology ' for sexual assault ... but mostly attacks hillary and bill clint HTTPURL
39	784620698237100033	101	supply	1475903126664	@lisarinna he was wrong but check out the hillary emails that leaked today supply guns to terrorists racial names pay for pla
15	784586242033852418	53	attack	1475894911665	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments : HTTPURL
8	784581821233242114	53	attack	1475893857664	republicans attack donald trump following emergence of video showing lewd and sexually aggressive comments HTTPURL
62	784696120199045120	35	issues apology	1475921108661	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn #vrai777 $v #web HTTPURL
29	784610980013703168	242	admitted	1475900809659	@eaglesjesse @realdonaldtrump " no matter what ". he admitted sexual assault . it is pathetic that you can not see what a horrific person he i
5	784579912812400641	17	is under attack	1475893402661	@thehill @wsj @washtimes @foxnews trump is under bad smear attack by democrats who are losing election &amp; stupid republicans are helping the
71	784735525701881857	187	calls	1475930503665	savage attack : hillary calls bernie fans &amp; democrat millennials a " bucket of losers " in goldman sachs speech : HTTPURL
72	784738994357764096	254	reveal	1475931330657	#trumptapes of billy bush reveal of #democrat #trump - those years passed &amp; of now if #newtrump due grandfather ... HTTPURL
37	784618693338734595	101	donate	1475902648659	@wikileaks @theresaschroe14 yet all the saudis gotta do is donate 2 her phony foundation 2 get massive arms deals from her #hillaryarmedisi
97	784774775990202368	48	boasting	1475939861663	@michelebachmann @cnn it was not " bad boy talk ." it was boasting about sexual assault . you can not defend the indefensible . #trumptape
50	784659877230546944	338	pledges	1475912467664	donald trump pledges to ' be a better man ' after republicans attack him for shockingly crude HTTPURL
94	784773618370764800	48	bragging	1475939585665	if you cover this as " something gross trump said " w o making it clear he 's bragging about serial sexual assault , you're part of the proble
59	784685521205334016	48	bragging	1475918581664	you don't need a daughter to know trump bragging about sexual assault is vile HTTPURL via @huffpostwome
81	784760305624555522	189	describes	1475936411659	robert de niro describes donald trump as a ' pig ' in blistering attack : robert de niro has launched a searing ... HTTPURL
28	784610082441027584	242	assaulted	1475900595661	not enough @realdonaldtrump u sexually assaulted nancy o'dell &amp; admitted u'd try 2 sexually assault adrienne zucker HTTPURL
98	784777229632962560	48	boasting	1475940446657	. @martharaddatz @andersoncooper ask @realdonaldtrump about boasting about sexual assault &amp; #rapeculture at #debate16 tomorrow #grabthevot
84	784762671232983040	246	orders	1475936975664	federal judge orders hearing in donald trump rape lawsuit HTTPURL via @law_new
14	784586044897394688	201	paid	1475894864664	@sddickerson @fightanddebate @hillaryclinton @slate that 's why bill paid hundreds of thousands of dollars to settle sexual assault cases
76	784751011063816192	118	reveal	1475934195663	what leaked emails reveal about hillary clinton 's campaign HTTPURL
61	784691959445282816	48	bragged	1475920116660	@drcrane72 @realdonaldtrump he bragged about his dick in a presidential fucking debate ? how 's he going to defend his machismo now
89	784768648120406016	48	boasting	1475938400665	i wonder how many people , after hearing trump boasting about sexual assault , are recognizing they use have used the same language . #trum
38	784618936621002752	242	admitted	1475902706662	@tb0811 again , you are mistaken . i do not defend clinton . and i do object to more than trump 's words : he admitted to actions in that vide
95	784773802903437312	118	reveal	1475939629661	what leaked emails reveal about hillary clinton 's campaign - time HTTPURL
47	784657125737758720	35	issues apology	1475911811657	trump issues defiant apology for lewd remarks -- then goes on the attack - cnn HTTPURL
42	784624649246281730	242	admits	1475904068658	just saw a trump ad about a woman using a gun to protect herself from assault . ironic coming from a man who admits to assaulting women
90	784769717638750208	242	admitting	1475938655658	admitting sexual assault &amp; denigrating women is " interesting " to trump HTTPURL
69	784735152375156736	1503	protects from	1475930414657	bc rapist hillary protects hubby from rapist lawsuits-attack victims bill rapps about hillary eating p ? hillar HTTPURL
46	784655225730633728	48	bragged	1475911358660	new york times editorial : trump bragged about " repeated sexual assault " HTTPURL via @huffpostpo
21	784600146134859776	31	calls	1475898226661	hillary clinton calls bill clinton 's sexual assault victims " bimbo erupt ... HTTPURL via @youtub
